preds,labels
"카마쿠라에 갔을 때 수국이 가득한 곳이 있다는 게 너무 놀라웠고, 일본의 그런 절과 그 수국이 너무 잘 어우러져 있어서 관광지로 각광을 받을 만하구나 싶었다.",이 대화에서 화자들은 제주도에서의 삶에 대해 대화를 나눴습니다. SD2000879는 SD2000878에게 제주도에서 삶의 고충에 대해 물었습니다. SD2000878은 제주도에 처음 살 때 갇혀 있는 기분을 극복하고 적응하느라 힘들었다고 했고 텃세가 심한 서귀포에서 처음 살 때가 어려웠다고 했습니다. 또 제주도의 삶이 너무 안락하고 편안하지만 한편으로 안일해지는 경향이 있어 다시 제주도에서 나왔다고 말했습니다.
아이들이 빨리 결혼해서 손주를 보면 얼마나 예쁠지 기대하지 말라고 한다.,두 화자는 이 대화에서 결혼에 대해 말했습니다. SD2000878은 안정된 가정을 이루기 위해 결혼하고 아이를 낳아 살면 좋을 것 같다고 했고 또 적당한 시기에 상대를 만나 함께 인생을 꾸려가는 게 노후까지 생각했을 때 좋을 것 같다고 말했습니다. SD2000879는 요즘 세대는 자기 일을 중요하게 생각해서 결혼하고 싶어 하지 않는 것 같다고 했고 화자도 결혼해서 스트레스 받기 보다 연애만 하는 것도 괜찮을 것 같다고 말했습니다.
아이들이 결혼을 안 하고 연애를 안 하는 게 책임지고 싶어 하지 않은 것 같아서 슬프다.,두 화자는 이 대화에서 달라진 연애 스타일에 대해 말했습니다. SD2000878은 예전에는 만나지 않으면 멀어진다고 생각했지만 요즘은 화상 통화 등으로 볼 수 있어 달라졌다고 말했습니다. SD2000879는 세대가 바뀌고 코로나 상황으로 사람을 대면해서 만나는 상황이 줄어들다 보면 결혼이 중요시되지 않는 시대가 올 수 있을 것 같다고 말했습니다. 또 아들이 여자친구와 온라인으로 영화를 보는 모습을 보며 예전과 다른 방식의 연애를 하는 것 같다며 신기하다고 했습니다.
화자 에스디200881(SD200881)에 대해 이야기하고 있다.,"SD2000880과 SD2000881은 선호하는 과일과 음식에 대해 대화를 나눴습니다. SD2000881은 고기는 종류 상관없이 다 좋아해서 돼지고기, 소고기, 닭고기 모두 즐겨 먹는다고 이야기했습니다. 가끔 하는 요리로는 라면과 계란 프라이라고 말했습니다. SD2000880은 딸기, 복숭아, 키위 등 새콤달콤한 과일을 좋아한다고 했습니다. 또 음식은 가리는 것 없이 잘 먹고 고기 중에서는 닭고기를 제일 좋아한다고 했습니다. "
화자 에스디(SD)200881이 제일 싫어하는 음식을 잘 안 먹게 되는 음식이다.,SD2000880과 SD2000881은 맛집 탐방 스타일과 음식에 대한 추억에 대해 대화를 나눴습니다. SD2000880은 맛집 탐방을 하는 편은 아니지만 최근 닭발집을 자주 간다고 했습니다. 또 유튜브 먹방 채널을 보면서 다양한 음식을 먹어보려는 생각을 해 본 적이 있다고 했습니다. 또 케이크에 대한 추억으로 비싼 케이크를 샀더니 다른 케이크와 달리 하루 만에 다 먹었었던 추억이 있다고 했습니다. SD2000881은 여행할 때 맛집을 검색해서 가는 편이지만 광고 여부 구별하기가 힘들다고 했고 그래도 나름 다 괜찮았다고 했습니다. 어린 시절 음식에 대한 추억으로 생일에 직접 케이크를 사러 가면서 비를 홀딱 맞았던 기억이 있다고 했습니다.
화자 에스디(SD)200883: 나는 위로가 별로 필요하지 않고 해결 방법을 알려준다든가 이렇게 하면 어떻겠냐고 하자 이게 더 괜찮은 것 같다고 한다.,"두 화자는 이 대화에서 엠비티아이 검사에 대해 말했습니다. SD2000882는 결과로 나온 ENFP와 본인의 성격이 맞는 것 같다고 했습니다. 또 결과와 같이 상대방과 외향, 내향적인 것과 문제 해결 방식 등 차이가 있음을 느낀다고 말했습니다. 그리고 누군가 힘들어할 때 상황을 묻기보다는 먼저 위로를 해주는 편이라고 말했습니다. SD2000883은 INTP라는 결과가 나왔고, 상대방과 위로해주는 방식 등에 대답에 차이가 있는 것 같다고 말했습니다. 그리고 T와 F는 다른 점을 서로 이해 못하는 것 같다고 말했습니다. 또 본인은 위로가 필요한 친구에게 감정적인 위로보다는 본질적인 이유를 가장 먼저 궁금해한다고 말했고, 해결 방법을 알려주는 게 위로해주는 것보다 더 좋다고 말했습니다."
똑같은 포인트에서 터져서 똑같이 웃는 게 제일 좋은 것 같다.,"두 화자는 이 대화에서 엠비티아이 차이점에 대해 말했습니다. SD2000882는 즉흥적인 P와 계획적인 J의 차이가 가장 재미있다고 말했고, J가 되고 싶다고 말하며 ENTJ가 되고 싶다고 말했습니다. 그리고 상대방과 다른 성격 때문에 힘든 점은 없었고, 에너지와 위로 방식이 둘의 가장 차이점이라고 말하며 본인의 성격과 비슷한 사람들과 만나면 웃음 포인트가 같은 게 가장 좋은 것 같다고 했습니다. SD2000883은 상상력 있는 N과 현실 주의인 S의 차이가 가장 흥미롭다고 말했고, 본인의 엠비티아이는 모두 반대였으면 좋겠다고 말하며 성격을 바꾸고 싶다고 생각한 적이 많았다고 했습니다. 그리고 상대방과 성격 차이 때문에 힘들었다고 말했고, ISTJ인 친구와 사귀고 싶다고 말하며 에너지가 높은 친구들과 다닐 때 불편한 점이 있었다고 했습니다."
계절마다 선호하는 여행지는 여름이 되면 부산에 사니까 바다 한 번 가는 게 좋아하지는 않지만 관례처럼 돼있어서 여름에 바다 같은 곳도 자주 가는 편이다.,"SD2000884와 SD2000885는 좋아하는 계절에 대해 대화를 나눴습니다. SD2000884는 선선하고 편한 옷을 입을 수 있는 봄과 가을을 좋아하고 봄가을에 챙겨 먹는 것은 없지만 아이스크림 같은 건 못 먹는다고 했습니다. 땀이 많은 편이라 겨울에도 패딩은 잘 안 입는 편이고 후드와 자켓 정도만 입으며 겨울에는 일본만 가봤고 여름엔 더워서 여행은 잘 안 하지만 바다는 가는 편이라고 했습니다. SD2000885는 생일과 크리스마스가 있는 겨울을 제일 좋아하고 겨울에 스키장에서 썰매 타는 것을 좋아하며 겨울에 삿포로 눈 축제를 가보고 싶다고 했습니다. 또 여름은 덥지만 아이스크림, 백숙 등 맛있는 음식이 많아 여름도 좋아한다고 했습니다. 계절 옷으로 여름에는 반팔, 청바지, 반바지를 입고 겨울에는 패딩, 코트를 입는다고 했습니다."
겨울에 대구 쪽도 한번 가보고 싶다고 하자 겨울에 또 부산에 있으면 눈 같은 것도 자주 못 보니까 위쪽 강원도 옆에 가서 눈 같은 것도 제대로 보고 싶다고 한다.,"SD2000884와 SD2000885는 계절에 먹고 싶은 음식, 가고 싶은 여행지에 대해 대화를 나눴습니다. SD2000884는 봄에 쑥, 화전 등이 먹어보고 싶다고 했고 가을과 겨울에는 따뜻한 탕이 좋지만 밀면 먹는 것도 별미라고 했습니다. 여름을 가장 싫어하고 꽃 알레르기 때문에 봄은 약간 힘들어하는 편이라고 했습니다. 가을 낙엽 구경을 좋아하고 겨울에 여수, 강원도 스키장, 대구를 가보고 싶다고 했습니다. 가을학기에는 가을용 맨투맨, 후드를 입고 다닐 것 같다고 했습니다. 여름에는 여수를, 겨울에는 눈을 보기 위해 강원도에 가고 싶다고 말했습니다. SD2000885는 봄에 도다리, 주꾸미 먹는 것을 좋아한다고 했고 여름에는 백숙과 차가운 면이 최고라고 했습니다. 가을학기에 필드 재킷 등을 입을 예정이고 겨울을 좋아하고 봄은 커플들 때문에 싫어한다고 말했습니다. 여행으로 봄에는 꽃을 보러 제주도나 창원에 가고 싶고 겨울에 설경을 보러 가고 싶다고 했습니다."
전시회 핑계로 하루 종일 수업 안 하고 1주일 정도 해서 놀고 도넛 사 먹고 그랬었는데 다른 과목 선생님들이 성희롱하는 선생님도 많았고 교원 평가 같은 거 잘 따내려고 그 기간에만 굉장히 돌변하는 게 너무 소름이 돋았다.,"두 화자는 이 대화에서 초등학교와 중학교에 대해 말했습니다. SD2000886은 신도시에 살아서 초등학교 때 사람이 많았지만 시설이 안 좋았다고 말했습니다, 또 신도시에 중학교가 여러 개 있어 같은 초등학교의 일부 학생들만 같은 중학교에 다녔다고 말했습니다. SD2000887은 초등학교 때 동네가 작은 편이라 학급, 학생, 선생님 수가 모두 적어 교내에 모르는 사람이 거의 없었다고 말했습니다. 또 중학교 때는 내신 점수를 위해 친구들이 다른 중학교로 흩어지면서 점점 줄었고 과목 별로 선생님이 한 분만 있었다고 말했습니다. 초등학교에서 중학교로 변화하면서 시험의 난이도가 달라져 힘들었다고 말했습니다. "
화자 에스디(SD)200886:에 같이 다니던 애들은 다 떨어졌고 작년에 애매하게 친하던 애들만 붙어서 걱정은 조금 했는데 생각보다 괜찮게 지내는 것 같다.,"두 화자는 이 대화에서 중학교와 고등학교 기억에 대해 말했습니다. SD2000886은 학교 입학할 때마다 모르는 친구들이 많이 있었지만 서로 두루 두루 친하게 지냈었고, 중학교 때 1학년 땐 방송 부를 하느라, 2학년 때는 발목을 다쳐 체육대회 참여를 거의 못 했지만 친구들 열정과 승부욕이 셌다고 말했습니다. 그리고 고등학교는 남녀 합반을 피해서 왔지만 입학 때 아는 친구가 별로 없어서 슬펐다고 말했고, 2학년 때도 친한 친구들과 반이 다 떨어졌지만 잘 지내고 있으며 코로나 때문에 다 같이 친해지지 못한 게 아쉽다고 말했습니다. SD2000887은 다른 초등학교에서 올라 온 친구들이 좋지 않았고, 입학할 때는 친한 친구가 없었는데 2학년 때는 친구들이랑 잘 지냈다고 했습니다. 그리고 중학교 1학년 때 천연 제품 사랑 반이라는 동아리는 이상했다고 말했고, 2, 3학년 때 한 또래 상담 반은 학교 행사 준비로 수업을 많이 빠져 좋았다고 말했습니다. 또 체육대회는 반이 2개이다 보니 두 팀으로 나누어 운동회 같았다고 말했고, 학교 다니고 싶은 친구 때문에 집에서 먼 학교를 지망해서 후회 중이라고 말했으며 1학년 때 반 친구들보다는 2학년 때 반 친구들이 전체적으로 좋다고 말했습니다."
화자 에스디(SD)200887을 듣고 나면 에이비(AB) 형 같다고 하는데 에이비(AB)는 잘 안 나오는데 듣고 나면 에이비(AB) 같다고 한다.,"이 대화에서 화자 SD2000886과 SD2000887은 성격과 혈액형에 대해 이야기했습니다. SD2000886은 2년 전까지만 해도 소심한 성격이었는데 중학교 3학년 기점으로 성격이 많이 변화했으며, 욱하는 성향이 있어서 좋은 성격은 아닌 것 같다고 이야기했습니다. 혈액형은 O형이고 AB형이 특이해서 AB형처럼 보여지고 싶어 관심받고 싶은 행동을 했었다고 이야기했습니다. SD2000887은 내향적이고 친화력이 없는 줄 알았지만, 현재는 친화력도 좋은 것 같고 다혈질인 것 같다고 이야기했습니다. 혈액형은 AB형이고 혈액형 성격론을 보고 자신과 똑같다고 생각했다고 이야기했습니다."
화자 에스디(SD)를 좋아해서 찾아서 했는데 유행 탈 때마다 계속 검사를 했던 것 같다.,"이 대화에서 화자 SD2000887과 SD2000886은 엠비티아이, 애니어그램, 선호하지 않는 성격에 대해 이야기했습니다. SD2000887은 엠비티아이에서 이엔티제이가 나왔지만, 믿고 싶은 부분만 믿고 아닌 부분은 믿지 않는다고 이야기했습니다. 애니어그램에서는 진취형과 탐구형으로 나왔다고 이야기했습니다. 또한, 자신과 똑같은 성격을 가진 사람을 싫어하고 자기 주관에 따라오는 사람이 좋다고 이야기했습니다. SD2000886은 엠비티아이에서 이엔티피가 나왔고 성격론을 잘 믿으며, 즐기는 편이라고 이야기했습니다. 애니어그램에서는 탐구형으로 나왔다고 이야기했습니다. 또한, 냉소적이고 감성적인 사람을 좋아한다고 이야기했습니다."
아이들에게 주고 싶은 것보다 아이들에게 주고 싶은 것보다 아이들에게 받고 싶은 것은 일단 아들이 성실한 생활 태도를 성실하게 임하는 태도를 보이는 아들을 선물 받고 싶다.,"이 대화에서 화자 SD2000894와 SD2000895는 기억에 남는 선물과 받고 싶은 선물에 대해 이야기했습니다. SD2000894는 첫째 임신했을 때 남편이 축하한다고 핑크 사파이어 목걸이와 반지 세트를 사줬을 때와 둘째를 임신했을 때 심한 감기로 고생하고 있었는데 그때 남편이 미역국을 끓여줬을 때가 가장 기억에 남는다고 이야기했습니다. 또한, 세계 일주를 선물 받고 싶으며, 프랑스 파리에 꼭 가보고 싶다고 이야기했습니다. 자녀에게 주고 싶은 선물은 성실한 삶의 태도라고 말했습니다.SD2000895는 신혼 여행 갔다가 돌아오는 날이 생일이었는데 남편이 선물로 진주 목걸이를 사줬을 때와 큰 딸이 초등학교 2학년 때 엄마 생일이라고 손수건 두 장과 강아지 인형을 받았을 때가 가장 기억에 남고 아직도 간직하고 있다고 이야기했습니다. 또한, 시간과 경제적인 부분에서 허락한다면 제주도 한 달 살기를 선물 받고 싶다고 이야기했습니다."
